Contest Type,Contest,Candidate or Measure,Position,Committee Name,Transaction Type,Expense
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,MATTHEW SUSK,SUPPORT,SUSK FOR SUPERVISOR 2024,Payments,"$178,850"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,MOE JAMIL,OPPOSE,Families for a Vibrant SF Sponsored by Abundance Network,Independent Expenditure,"$35,000"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,MOE JAMIL,SUPPORT,MOE JAMIL FOR SUPERVISOR 2024,Unpaid Bills,"$1,988"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,MOE JAMIL,SUPPORT,MOE JAMIL FOR SUPERVISOR 2024,Payments,"$365,808"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,SHARON LAI FOR SUPERVISOR 2024,Unpaid Bills,"$56,997"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,SHARON LAI FOR SUPERVISOR 2024,Payments,"$290,645"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,Tenants and Families United PAC sponsored by Center for Empowered Politics,Independent Expenditure,"$4,048"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Independent Expenditure,"$2,272"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,California Working Families Party,Independent Expenditure,"$4,812"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,SHARON LAI,SUPPORT,Asian Americans for Representation,Independent Expenditure,"$25,000"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,WENDY CHAU,SUPPORT,WENDY CHAU FOR DISTRICT SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 3,WENDY CHAU,SUPPORT,WENDY CHAU FOR DISTRICT SUPERVISOR 2024,Payments,"$33,925"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,AUTUMN LOOIJEN,SUPPORT,LOOIJEN FOR D5 SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,AUTUMN LOOIJEN,SUPPORT,LOOIJEN FOR D5 SUPERVISOR 2024,Payments,"$78,917"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,BILAL MAHMOOD,OPPOSE,San Francisco Labor Council Labor & Neighbor Independent Expenditure Political Action Committee,Independent Expenditure,"$65,879"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,BILAL MAHMOOD,OPPOSE,"Fix our City SF, Sponsored by Labor Organizations",Independent Expenditure,"$134,178"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,BILAL MAHMOOD,SUPPORT,BILAL MAHMOOD FOR SUPERVISOR 2024,Unpaid Bills,"$2,579"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,BILAL MAHMOOD,SUPPORT,BILAL MAHMOOD FOR SUPERVISOR 2024,Payments,"$476,815"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,BILAL MAHMOOD,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,OPPOSE,COALITION TO GROW SAN FRANCISCO - GROW SF PAC OPPOSING PRESTON FOR SUPERVISOR 2024,Unpaid Bills,"$68,819"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,OPPOSE,COALITION TO GROW SAN FRANCISCO - GROW SF PAC OPPOSING PRESTON FOR SUPERVISOR 2024,Payments,"$231,499"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,OPPOSE,TogetherSF Action,Independent Expenditure,"$2,500"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,SUPPORT,DEAN PRESTON FOR SUPERVISOR 2024,Unpaid Bills,"$25,298"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,SUPPORT,DEAN PRESTON FOR SUPERVISOR 2024,Payments,"$553,546"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,DEAN PRESTON,SUPPORT,Building a Working SF Sponsored by Labor Organizations,Independent Expenditure,"$10,306"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,SCOTT JACOBS,SUPPORT,SCOTTY JACOBS FOR SUPERVISOR 2024,Unpaid Bills,"$67,674"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,SCOTT JACOBS,SUPPORT,FRIENDS OF SCOTTY JACOBS FOR SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,SCOTT JACOBS,SUPPORT,SCOTTY JACOBS FOR SUPERVISOR 2024,Payments,"$134,061"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 5,SCOTT JACOBS,SUPPORT,FRIENDS OF SCOTTY JACOBS FOR SUPERVISOR 2024,Payments,"$7,150"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MATTHEW BOSCHETTO,OPPOSE,San Francisco Labor Council Labor & Neighbor Independent Expenditure Political Action Committee,Independent Expenditure,"$55,165"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MATTHEW BOSCHETTO,SUPPORT,MATT BOSCHETTO FOR D7 SUPERVISOR 2024,Unpaid Bills,"$34,867"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MATTHEW BOSCHETTO,SUPPORT,MATT BOSCHETTO FOR D7 SUPERVISOR 2024,Payments,"$314,336"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MATTHEW BOSCHETTO,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$55,031"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MYRNA MELGAR,OPPOSE,TogetherSF Action,Independent Expenditure,"$1,000"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MYRNA MELGAR,SUPPORT,RE-ELECT MYRNA MELGAR FOR SUPERVISOR 2024,Unpaid Bills,"$56,108"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MYRNA MELGAR,SUPPORT,RE-ELECT MYRNA MELGAR FOR SUPERVISOR 2024,Payments,"$339,816"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MYRNA MELGAR,SUPPORT,San Francisco Labor Council Labor & Neighbor Independent Expenditure Political Action Committee,Independent Expenditure,"$1,810"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,MYRNA MELGAR,SUPPORT,Alice B. Toklas Lesbian and Gay Democratic Club PAC,Independent Expenditure,"$2,006"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,STEPHEN MARTIN-PINTO,SUPPORT,STEPHEN MARTIN-PINTO FOR SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 7,STEPHEN MARTIN-PINTO,SUPPORT,STEPHEN MARTIN-PINTO FOR SUPERVISOR 2024,Payments,"$131,867"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JACKIE FIELDER,OPPOSE,TogetherSF Action,Independent Expenditure,"$1,000"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JACKIE FIELDER,SUPPORT,JACKIE FIELDER FOR SUPERVISOR 2024,Unpaid Bills,"$30,250"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JACKIE FIELDER,SUPPORT,JACKIE FIELDER FOR SUPERVISOR 2024,Payments,"$386,379"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JACKIE FIELDER,SUPPORT,Building a Working SF Sponsored by Labor Organizations,Independent Expenditure,"$54,306"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JAIME GUTIERREZ,SUPPORT,JAIME GUTIERREZ FOR SUPERVISOR 2024,Unpaid Bills,$273
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JAIME GUTIERREZ,SUPPORT,JAIME GUTIERREZ FOR SUPERVISOR 2024,Payments,"$12,218"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JULIAN BERMUDEZ,SUPPORT,JULIAN BERMUDEZ FOR DISTRICT 9 SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,JULIAN BERMUDEZ,SUPPORT,JULIAN BERMUDEZ FOR DISTRICT 9 SUPERVISOR 2024,Payments,$949
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,ROBERTO HERNANDEZ,SUPPORT,ROBERTO HERNANDEZ FOR SUPERVISOR 2024,Unpaid Bills,"$50,172"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,ROBERTO HERNANDEZ,SUPPORT,ROBERTO HERNANDEZ FOR SUPERVISOR 2024,Payments,"$277,301"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,ROBERTO HERNANDEZ,SUPPORT,Alice B. Toklas Lesbian and Gay Democratic Club PAC,Independent Expenditure,"$1,983"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,STEPHEN TORRES,SUPPORT,STEPHEN TORRES FOR SUPERVISOR 2024,Unpaid Bills,"$1,082"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,STEPHEN TORRES,SUPPORT,STEPHEN TORRES FOR SUPERVISOR 2024,Payments,"$104,267"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,TREVOR CHANDLER,SUPPORT,TREVOR CHANDLER FOR SUPERVISOR 2024,Unpaid Bills,"$43,036"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,TREVOR CHANDLER,SUPPORT,"FAMILIES FOR A VIBRANT SAN FRANCISCO SUPPORTING TREVOR CHANDLER FOR SUPERVISOR, SPONSORED BY EFFECTIVE GOVERNMENT",Unpaid Bills,"$6,112"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,TREVOR CHANDLER,SUPPORT,TREVOR CHANDLER FOR SUPERVISOR 2024,Payments,"$285,802"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,TREVOR CHANDLER,SUPPORT,"FAMILIES FOR A VIBRANT SAN FRANCISCO SUPPORTING TREVOR CHANDLER FOR SUPERVISOR, SPONSORED BY EFFECTIVE GOVERNMENT",Payments,"$57,227"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 9,TREVOR CHANDLER,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$55,031"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ADLAH CHISTI,SUPPORT,ADLAH CHISTI FOR SUPERVISOR 2024,Unpaid Bills,"$3,727"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ADLAH CHISTI,SUPPORT,ADLAH CHISTI FOR SUPERVISOR 2024,Payments,"$85,329"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,OPPOSE,San Francisco Police Officers Association PAC,Independent Expenditure,"$1,149"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,CHYANNE CHEN FOR SUPERVISOR 2024,Unpaid Bills,"$17,135"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,CHYANNE CHEN FOR SUPERVISOR 2024,Payments,"$249,439"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,Tenants and Families United sponsored by Center for Empowered Politics,Independent Expenditure,"$2,559"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,Tenants and Families United PAC sponsored by Center for Empowered Politics,Independent Expenditure,"$38,276"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,"Fix our City SF, Sponsored by Labor Organizations",Independent Expenditure,"$60,000"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,California Working Families Party,Independent Expenditure,"$1,778"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,Building a Working SF Sponsored by Labor Organizations,Independent Expenditure,"$296,872"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,CHYANNE CHEN,SUPPORT,Asian Americans for Representation,Independent Expenditure,"$45,091"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ERNEST JONES,OPPOSE,San Francisco Police Officers Association PAC,Independent Expenditure,"$1,149"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ERNEST JONES,SUPPORT,ERNEST 'EJ' JONES FOR SUPERVISOR 2024,Unpaid Bills,"$30,628"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ERNEST JONES,SUPPORT,ERNEST 'EJ' JONES FOR SUPERVISOR 2024,Payments,"$270,419"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ERNEST JONES,SUPPORT,Tenants and Families United PAC sponsored by Center for Empowered Politics,Independent Expenditure,"$19,943"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ERNEST JONES,SUPPORT,California Working Families Party,Independent Expenditure,"$1,778"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,JOSE MORALES,SUPPORT,MORALES FOR SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,JOSE MORALES,SUPPORT,MORALES FOR SUPERVISOR 2024,Payments,$703
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,OPPOSE,"Fix our City SF, Sponsored by Labor Organizations",Independent Expenditure,"$220,402"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,OPPOSE,Building a Working SF Sponsored by Labor Organizations,Independent Expenditure,"$13,455"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,SUPPORT,MICHAEL LAI FOR SUPERVISOR 2024,Unpaid Bills,"-$48,779"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,SUPPORT,MICHAEL LAI FOR SUPERVISOR 2024,Payments,"$197,806"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,SUPPORT,San Francisco Police Officers Association PAC,Independent Expenditure,"$6,893"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,SUPPORT,Families for a Vibrant SF Sponsored by Abundance Network,Independent Expenditure,"$162,152"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,MICHAEL LAI,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$110,718"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,OSCAR FLORES,SUPPORT,OSCAR FLORES FOR SUPERVISOR 2024,Unpaid Bills,"$1,326"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,OSCAR FLORES,SUPPORT,OSCAR FLORES FOR SUPERVISOR 2024,Payments,"$2,790"
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ROGER MARENCO,SUPPORT,ROGER MARENCO FOR DISTRICT 11 SUPERVISOR 2024,Unpaid Bills,$0
CANDIDATE,BOARD OF SUPERVISORS - DISTRICT 11,ROGER MARENCO,SUPPORT,ROGER MARENCO FOR DISTRICT 11 SUPERVISOR 2024,Payments,$0
CANDIDATE,CITY ATTORNEY,DAVID CHIU,SUPPORT,DAVID CHIU FOR CITY ATTORNEY 2024,Unpaid Bills,"$47,250"
CANDIDATE,CITY ATTORNEY,DAVID CHIU,SUPPORT,DAVID CHIU FOR CITY ATTORNEY 2024,Payments,"$71,046"
CANDIDATE,CITY ATTORNEY,DAVID CHIU,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALAN WONG,SUPPORT,ALAN WONG FOR COLLEGE BOARD 2024,Unpaid Bills,"$36,173"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALAN WONG,SUPPORT,ALAN WONG FOR COLLEGE BOARD 2024,Payments,"$50,028"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALAN WONG,SUPPORT,California Federation of Teachers COPE,Independent Expenditure,"$2,500"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALIYA CHISTI,SUPPORT,ALIYA CHISTI FOR CITY COLLEGE BOARD 2024,Unpaid Bills,"$4,071"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALIYA CHISTI,SUPPORT,ALIYA CHISTI FOR CITY COLLEGE BOARD 2024,Payments,"$24,917"
CANDIDATE,COMMUNITY COLLEGE BOARD,ALIYA CHISTI,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,COMMUNITY COLLEGE BOARD,BENJAMIN KAPLAN,SUPPORT,BEN KAPLAN FOR COMMUNITY COLLEGE BOARD 2024,Unpaid Bills,$0
CANDIDATE,COMMUNITY COLLEGE BOARD,BENJAMIN KAPLAN,SUPPORT,BEN KAPLAN FOR COMMUNITY COLLEGE BOARD 2024,Payments,"$3,977"
CANDIDATE,COMMUNITY COLLEGE BOARD,HEATHER MCCARTY,SUPPORT,HEATHER MCCARTY FOR CITY COLLEGE BOARD 2024,Unpaid Bills,$0
CANDIDATE,COMMUNITY COLLEGE BOARD,HEATHER MCCARTY,SUPPORT,HEATHER MCCARTY FOR CITY COLLEGE BOARD 2024,Payments,"$26,314"
CANDIDATE,COMMUNITY COLLEGE BOARD,HEATHER MCCARTY,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,COMMUNITY COLLEGE BOARD,JULIO RAMOS,SUPPORT,JULIO RAMOS FOR COLLEGE BOARD 2024,Unpaid Bills,$0
CANDIDATE,COMMUNITY COLLEGE BOARD,JULIO RAMOS,SUPPORT,JULIO RAMOS FOR COLLEGE BOARD 2024,Payments,"$56,691"
CANDIDATE,COMMUNITY COLLEGE BOARD,LEANNA LOUIE,SUPPORT,LOUIE FOR CCSF BOARD 2024,Unpaid Bills,$0
CANDIDATE,COMMUNITY COLLEGE BOARD,LEANNA LOUIE,SUPPORT,LOUIE FOR CCSF BOARD 2024,Payments,"$22,156"
CANDIDATE,COMMUNITY COLLEGE BOARD,LUIS ZAMORA,SUPPORT,LUIS ZAMORA FOR COLLEGE BOARD 2024,Unpaid Bills,"$15,766"
CANDIDATE,COMMUNITY COLLEGE BOARD,LUIS ZAMORA,SUPPORT,LUIS ZAMORA FOR COLLEGE BOARD 2024,Payments,"$6,950"
CANDIDATE,COMMUNITY COLLEGE BOARD,LUIS ZAMORA,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,COMMUNITY COLLEGE BOARD,LUIS ZAMORA,SUPPORT,Alice B. Toklas Lesbian and Gay Democratic Club PAC,Independent Expenditure,"$1,376"
CANDIDATE,COMMUNITY COLLEGE BOARD,RUTH FERGUSON,SUPPORT,RUTH FERGUSON FOR CITY COLLEGE BOARD 2024,Unpaid Bills,$400
CANDIDATE,COMMUNITY COLLEGE BOARD,RUTH FERGUSON,SUPPORT,RUTH FERGUSON FOR CITY COLLEGE BOARD 2024,Payments,"$32,789"
CANDIDATE,COMMUNITY COLLEGE BOARD,RUTH FERGUSON,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,,SAN FRANCISCANS IN SUPPORT OF BROOKE JENKINS FOR DISTRICT ATTORNEY 2024,Independent Expenditure,"$23,691"
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,SUPPORT,SAN FRANCISCANS IN SUPPORT OF BROOKE JENKINS FOR DISTRICT ATTORNEY 2024,Unpaid Bills,$0
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,SUPPORT,BROOKE JENKINS FOR DISTRICT ATTORNEY 2024,Unpaid Bills,"$13,177"
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,SUPPORT,SAN FRANCISCANS IN SUPPORT OF BROOKE JENKINS FOR DISTRICT ATTORNEY 2024,Payments,"$73,691"
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,SUPPORT,BROOKE JENKINS FOR DISTRICT ATTORNEY 2024,Payments,"$372,219"
CANDIDATE,DISTRICT ATTORNEY,BROOKE JENKINS,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,DISTRICT ATTORNEY,MAURICE CHENIER,SUPPORT,MAURICE CHENIER FOR SAN FRANCISCO DISTRICT ATTORNEY COMMITTEE 2022,Unpaid Bills,$0
CANDIDATE,DISTRICT ATTORNEY,MAURICE CHENIER,SUPPORT,MAURICE CHENIER FOR SAN FRANCISCO DISTRICT ATTORNEY COMMITTEE 2022,Payments,"$9,366"
CANDIDATE,DISTRICT ATTORNEY,RYAN KHOJASTEH,SUPPORT,RYAN KHOJASTEH FOR SF DISTRICT ATTORNEY 2024,Unpaid Bills,"$36,689"
CANDIDATE,DISTRICT ATTORNEY,RYAN KHOJASTEH,SUPPORT,RYAN KHOJASTEH FOR SF DISTRICT ATTORNEY 2024,Payments,"$107,496"
CANDIDATE,MAYOR,AARON PESKIN,OPPOSE,RESIDENTS OPPOSING AARON PESKIN FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,AARON PESKIN,OPPOSE,RESIDENTS OPPOSING AARON PESKIN FOR MAYOR 2024,Payments,"$116,299"
CANDIDATE,MAYOR,AARON PESKIN,OPPOSE,TogetherSF Action,Independent Expenditure,"$2,520"
CANDIDATE,MAYOR,AARON PESKIN,OPPOSE,RESIDENTS OPPOSING AARON PESKIN FOR MAYOR 2024,Independent Expenditure,"$30,000"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Unpaid Bills,"$243,520"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,AARON PESKIN FOR MAYOR 2024,Unpaid Bills,"$263,303"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Payments,"$591,539"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,AARON PESKIN FOR MAYOR 2024,Payments,"$1,667,201"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,Tenants and Families United sponsored by Center for Empowered Politics,Independent Expenditure,$665
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,Tenants and Families United PAC sponsored by Center for Empowered Politics,Independent Expenditure,"$5,487"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Independent Expenditure,"$18,938"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,Rose Pak Democratic Club Political Action Committee,Independent Expenditure,"$2,102"
CANDIDATE,MAYOR,AARON PESKIN,SUPPORT,California Working Families Party,Independent Expenditure,"$4,412"
CANDIDATE,MAYOR,AHSHA SAFAI,SUPPORT,AHSHA SAFAI FOR MAYOR 2024,Unpaid Bills,"$48,861"
CANDIDATE,MAYOR,AHSHA SAFAI,SUPPORT,AHSHA SAFAI FOR MAYOR 2024,Payments,"$879,737"
CANDIDATE,MAYOR,AHSHA SAFAI,SUPPORT,San Francisco Deputy Sheriffs' Association Political Action Committee,Independent Expenditure,"$2,500"
CANDIDATE,MAYOR,DANIEL LURIE,OPPOSE,TogetherSF Action,Independent Expenditure,"$148,129"
CANDIDATE,MAYOR,DANIEL LURIE,OPPOSE,"SAN FRANCISCO WORKING FAMILIES VOTER GUIDE SUPPORTING AARON PESKIN FOR MAYOR, SPONSORED BY HEALTHCARE, HOSPITALITY, AND SERVICE WORKERS UNIONS",Independent Expenditure,"$4,167"
CANDIDATE,MAYOR,DANIEL LURIE,OPPOSE,"Our Future, Our SF Opposing Lurie & Farrell for Mayor 2024",Independent Expenditure,"$113,995"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,DANIEL LURIE FOR MAYOR 2024,Unpaid Bills,"$54,930"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,"BELIEVE IN SF, LURIE FOR MAYOR 2024",Unpaid Bills,"$365,440"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,DANIEL LURIE FOR MAYOR 2024,Payments,"$9,266,046"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,"BELIEVE IN SF, LURIE FOR MAYOR 2024",Payments,"$5,958,887"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,TogetherSF Action,Independent Expenditure,"$1,523"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,San Francisco Deputy Sheriffs' Association Political Action Committee,Independent Expenditure,"$2,500"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,Coalition to Grow San Francisco - Grow SF PAC,Independent Expenditure,"$14,940"
CANDIDATE,MAYOR,DANIEL LURIE,SUPPORT,"BELIEVE IN SF, LURIE FOR MAYOR 2024",Independent Expenditure,"$323,412"
CANDIDATE,MAYOR,DAVID CLEMENTS,SUPPORT,DAVID CLEMENTS FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,DAVID CLEMENTS,SUPPORT,DAVID CLEMENTS FOR MAYOR 2024,Payments,$0
CANDIDATE,MAYOR,DYLAN HIRSCH-SHELL,SUPPORT,DYLAN HIRSCH-SHELL FOR MAYOR 2024,Unpaid Bills,"-$3,000"
CANDIDATE,MAYOR,DYLAN HIRSCH-SHELL,SUPPORT,DYLAN HIRSCH-SHELL FOR MAYOR 2024,Payments,"$147,235"
CANDIDATE,MAYOR,ELLEN ZHOU,SUPPORT,ELLEN LEE ZHOU FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,ELLEN ZHOU,SUPPORT,ELLEN LEE ZHOU FOR MAYOR 2024,Payments,"$27,018"
CANDIDATE,MAYOR,HONEST CHARLEY BODKIN,SUPPORT,ELECT HONEST CHARLEY BODKIN FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,HONEST CHARLEY BODKIN,SUPPORT,ELECT HONEST CHARLEY BODKIN FOR MAYOR 2024,Payments,"$1,256"
CANDIDATE,MAYOR,KEITH FREEDMAN,SUPPORT,KEITH FREEDMAN FOR MAYOR 2024,Unpaid Bills,$0
CANDIDATE,MAYOR,KEITH FREEDMAN,SUPPORT,KEITH FREEDMAN FOR MAYOR 2024,Payments,"$7,343"
CANDIDATE,MAYOR,LONDON BREED,OPPOSE,WORKING FAMILIES OPPOSING LONDON BREED FOR MAYOR 2024 SPONSORED BY SAN FRANCISCO BUILDING AND CONSTRUCTION TRADES COUNCIL,Unpaid Bills,$0
